age,marital,education,default,balance,housing,loan,contact,poutcome,y
32,single,secondary,no,138,yes,no,cellular,unknown,no
33,married,secondary,no,1423,yes,no,cellular,failure,no
35,married,secondary,no,-56,yes,no,cellular,failure,no
36,married,secondary,no,2278,yes,no,cellular,failure,no
45,single,secondary,no,1378,yes,no,cellular,failure,no
47,married,secondary,no,223,no,no,cellular,unknown,no
42,married,tertiary,no,-378,yes,yes,cellular,failure,no
26,married,secondary,no,0,yes,no,cellular,unknown,no
52,married,secondary,no,2323,yes,no,cellular,unknown,no
24,single,secondary,no,6,yes,no,cellular,unknown,no
25,married,secondary,no,4522,yes,no,cellular,unknown,no
23,single,primary,no,93,yes,no,cellular,unknown,no
30,married,tertiary,no,1022,yes,no,cellular,failure,no
27,single,secondary,no,0,yes,no,cellular,unknown,no
33,married,secondary,no,1844,yes,yes,cellular,unknown,no
35,married,secondary,no,1312,yes,no,cellular,unknown,no
29,single,secondary,no,543,yes,yes,cellular,other,no
33,married,secondary,no,588,yes,no,cellular,unknown,no
31,married,primary,no,224,yes,no,cellular,unknown,no
44,married,secondary,no,1042,yes,no,cellular,unknown,no
29,married,secondary,no,266,yes,no,cellular,unknown,no
31,single,secondary,no,1374,yes,no,cellular,failure,no
32,married,secondary,no,-667,yes,no,cellular,other,no
32,married,secondary,no,97,yes,no,cellular,success,no
30,married,tertiary,no,168,yes,no,cellular,failure,no
30,single,secondary,no,-383,yes,no,cellular,unknown,no
32,married,primary,no,268,yes,yes,cellular,unknown,no
30,single,unknown,no,-142,yes,no,cellular,unknown,no
32,single,secondary,no,3950,yes,no,cellular,success,no
26,single,secondary,no,0,yes,no,cellular,unknown,no
30,married,primary,no,-5,yes,no,cellular,unknown,no
28,single,tertiary,no,-386,yes,no,cellular,unknown,no
27,single,secondary,no,240,yes,no,cellular,unknown,no
30,single,secondary,no,3068,yes,no,cellular,unknown,no
47,divorced,secondary,no,-1730,yes,yes,cellular,unknown,no
25,single,secondary,no,320,yes,no,cellular,unknown,no
56,married,secondary,no,95,yes,no,cellular,unknown,no
49,married,tertiary,no,3063,yes,no,cellular,unknown,no
34,married,tertiary,no,1657,yes,no,cellular,failure,no
37,married,secondary,no,-83,yes,no,cellular,unknown,no
29,married,secondary,no,1958,yes,no,cellular,failure,no
59,divorced,primary,no,47,yes,no,telephone,failure,no
47,married,secondary,no,49,yes,no,cellular,unknown,no
31,married,secondary,no,-119,yes,no,cellular,unknown,no
27,single,secondary,no,1842,yes,yes,cellular,failure,no
49,single,secondary,no,1150,yes,no,cellular,failure,no
26,single,secondary,no,23,yes,no,cellular,other,no
31,single,secondary,no,1124,yes,no,cellular,unknown,no
37,married,unknown,no,-118,yes,no,cellular,unknown,no
32,married,secondary,no,31,no,no,cellular,unknown,no
44,married,secondary,no,27,no,no,cellular,unknown,no
30,married,tertiary,no,1570,yes,no,cellular,unknown,no
26,single,secondary,no,8015,no,no,cellular,unknown,no
31,single,tertiary,no,816,yes,no,cellular,failure,no
30,single,tertiary,no,938,no,no,cellular,other,no
58,married,secondary,no,68,no,no,cellular,unknown,no
31,married,tertiary,no,2196,yes,no,cellular,unknown,no
46,married,tertiary,no,0,no,no,cellular,unknown,no
60,married,unknown,no,1088,yes,no,cellular,unknown,no
46,married,secondary,no,2501,no,no,cellular,unknown,no
28,single,secondary,no,6551,no,no,cellular,failure,no
47,married,tertiary,no,2279,yes,yes,cellular,unknown,no
50,married,secondary,no,77,no,no,cellular,unknown,no
60,divorced,secondary,no,2063,no,no,cellular,failure,no
35,single,tertiary,no,777,no,yes,cellular,unknown,no
24,single,secondary,no,434,no,no,cellular,unknown,no
31,single,secondary,no,278,no,no,cellular,unknown,no
25,single,secondary,no,1116,yes,no,cellular,failure,no
35,married,secondary,no,2789,yes,no,cellular,unknown,no
38,married,secondary,no,1931,no,no,cellular,other,no
60,married,secondary,no,283,no,no,cellular,unknown,no
29,single,tertiary,no,871,yes,no,cellular,unknown,no
55,divorced,tertiary,no,1633,no,no,telephone,unknown,no
45,single,secondary,no,5993,no,no,cellular,unknown,no
44,married,secondary,no,878,yes,no,cellular,unknown,no
35,married,tertiary,no,5367,no,no,cellular,failure,no
46,single,secondary,no,4367,yes,no,cellular,failure,no
53,married,tertiary,no,2600,no,no,cellular,unknown,no
33,single,secondary,no,781,yes,no,cellular,failure,no
46,married,tertiary,no,946,yes,no,cellular,unknown,no
40,married,secondary,no,17,no,no,cellular,unknown,no
22,single,secondary,no,64,no,no,cellular,unknown,no
24,single,secondary,no,1957,no,no,cellular,unknown,no
50,married,secondary,no,78,no,no,telephone,unknown,no
25,single,tertiary,no,295,no,no,cellular,unknown,no
53,married,secondary,no,1796,no,no,telephone,unknown,no
36,divorced,secondary,no,64,no,no,cellular,unknown,no
53,married,tertiary,no,1061,no,no,cellular,unknown,no
25,single,tertiary,no,6246,no,no,cellular,unknown,no
29,married,tertiary,no,858,yes,no,cellular,failure,no
47,divorced,secondary,no,1013,no,no,cellular,unknown,no
28,single,secondary,no,2,no,no,cellular,unknown,no
58,married,tertiary,no,6711,no,no,cellular,unknown,no
42,married,secondary,no,6526,no,no,cellular,failure,no
23,single,secondary,no,1021,no,no,telephone,unknown,no
26,divorced,tertiary,no,667,no,no,telephone,unknown,no
78,divorced,tertiary,no,1016,no,no,cellular,unknown,no
63,married,secondary,no,2747,no,no,cellular,unknown,no
33,single,tertiary,no,6281,yes,no,cellular,success,no
56,married,primary,no,3562,no,no,cellular,unknown,no
31,single,tertiary,no,2983,yes,no,cellular,unknown,no
70,married,primary,no,7781,no,no,cellular,unknown,no
66,married,tertiary,no,2169,no,no,cellular,unknown,no
52,single,tertiary,no,37,no,no,cellular,unknown,no
32,single,tertiary,no,0,no,no,cellular,other,no
58,married,secondary,no,1227,no,no,cellular,failure,no
48,single,secondary,no,0,yes,yes,cellular,unknown,no
26,single,tertiary,no,10086,no,no,cellular,success,no
34,married,secondary,no,603,yes,no,cellular,failure,no
50,divorced,secondary,no,769,no,no,cellular,failure,no
28,single,tertiary,no,5549,no,no,cellular,unknown,no
25,single,tertiary,no,557,no,no,telephone,unknown,no
37,divorced,tertiary,no,0,yes,no,cellular,unknown,no
80,married,primary,no,1548,no,no,cellular,unknown,no
35,married,tertiary,no,163,yes,no,cellular,unknown,no
46,married,secondary,no,7386,no,no,cellular,unknown,no
63,married,tertiary,no,8103,no,no,cellular,unknown,no
37,married,secondary,no,318,no,no,cellular,other,no
25,single,secondary,no,6400,no,no,cellular,unknown,no
35,married,secondary,no,2971,no,no,cellular,success,no
37,married,secondary,no,250,yes,no,cellular,unknown,no
28,single,tertiary,no,1984,yes,no,cellular,failure,no
62,married,primary,no,3738,no,no,telephone,failure,no
23,single,tertiary,no,1592,no,no,cellular,unknown,no
31,married,tertiary,no,199,yes,yes,cellular,success,no
53,married,secondary,no,341,no,no,cellular,success,no
37,single,tertiary,no,3954,yes,no,cellular,failure,no
76,divorced,primary,no,86,no,no,cellular,unknown,no
19,single,primary,no,56,no,no,cellular,unknown,no
66,married,secondary,no,4785,no,no,cellular,unknown,no
39,married,tertiary,no,1301,no,no,cellular,unknown,no
54,married,secondary,no,473,no,yes,cellular,unknown,no
34,single,tertiary,no,1228,no,no,cellular,success,no
38,divorced,secondary,no,902,yes,no,cellular,success,no
33,single,tertiary,no,8514,no,no,cellular,unknown,no
50,married,tertiary,no,24,no,no,cellular,unknown,no
60,divorced,secondary,no,2063,no,no,cellular,failure,no
51,married,unknown,no,2337,yes,no,cellular,failure,no
72,married,secondary,no,676,no,no,cellular,unknown,no
64,divorced,tertiary,no,17875,no,no,cellular,unknown,no
29,single,secondary,no,382,no,no,cellular,other,no
68,married,tertiary,no,2820,no,no,cellular,unknown,no
36,single,tertiary,no,953,yes,no,cellular,failure,no
43,divorced,unknown,no,7702,no,no,cellular,success,no
82,married,primary,no,103,no,no,cellular,unknown,no
30,single,tertiary,no,4129,no,no,cellular,unknown,no
19,single,secondary,no,4,no,no,cellular,unknown,no
83,divorced,primary,no,0,no,no,telephone,unknown,no
73,single,secondary,no,1050,no,no,cellular,unknown,no
30,single,tertiary,no,1675,no,no,cellular,unknown,no
33,single,unknown,no,5969,no,no,cellular,failure,no
33,married,tertiary,no,1390,no,no,cellular,failure,no
53,married,secondary,no,1182,yes,no,cellular,failure,no
25,single,tertiary,no,89,no,no,cellular,unknown,no
28,single,secondary,no,1633,no,no,cellular,success,no
37,married,secondary,no,4321,no,no,cellular,success,no
23,single,primary,no,1235,no,no,cellular,failure,no
40,married,secondary,no,1819,no,no,cellular,failure,no
23,single,secondary,no,780,no,no,cellular,unknown,no
36,married,tertiary,no,1145,yes,no,cellular,failure,no
44,married,secondary,no,1495,yes,no,cellular,failure,no
34,single,unknown,no,484,no,no,cellular,unknown,no
42,married,tertiary,no,0,no,no,cellular,unknown,no
66,married,secondary,no,0,no,no,cellular,unknown,no
31,married,tertiary,no,80,yes,yes,cellular,unknown,no
35,single,tertiary,no,1830,no,no,cellular,unknown,no
31,single,secondary,no,523,no,yes,cellular,failure,no
61,married,secondary,no,1541,no,no,cellular,failure,no
32,married,primary,no,400,no,no,cellular,unknown,no
74,married,tertiary,no,4912,no,no,telephone,unknown,no
39,married,secondary,no,0,yes,no,cellular,success,no
59,married,secondary,no,0,no,no,telephone,failure,no
29,married,secondary,no,1599,yes,no,cellular,failure,no
61,married,secondary,no,89,no,no,cellular,failure,no
67,married,primary,no,2,no,no,cellular,unknown,no
60,married,tertiary,no,6573,yes,no,cellular,failure,no
52,married,tertiary,no,1785,no,no,cellular,failure,no
50,divorced,unknown,no,2794,no,no,cellular,success,no
41,divorced,primary,no,487,no,no,cellular,failure,no
42,married,tertiary,no,10072,no,no,cellular,failure,no
31,single,unknown,no,376,no,no,cellular,other,no
49,married,tertiary,no,2187,no,no,cellular,unknown,no
51,married,secondary,no,1216,no,no,cellular,unknown,no
42,married,secondary,no,2913,no,no,cellular,success,no
69,divorced,secondary,no,344,no,no,cellular,unknown,no
27,single,secondary,no,91,no,no,telephone,other,no
42,single,secondary,no,684,no,no,cellular,success,no
61,married,primary,no,103,no,no,cellular,unknown,no
22,single,tertiary,no,1258,no,no,cellular,failure,no
47,married,secondary,no,0,yes,no,cellular,failure,no
67,married,primary,no,258,no,no,cellular,unknown,no
36,single,secondary,no,23,yes,no,cellular,unknown,no
36,married,tertiary,no,629,yes,yes,cellular,failure,no
29,single,secondary,no,180,no,no,cellular,unknown,no
34,married,primary,no,6718,no,no,cellular,other,no
32,single,tertiary,no,471,no,no,cellular,unknown,no
38,single,secondary,no,0,no,no,cellular,success,no
68,single,primary,no,363,no,no,cellular,unknown,no
32,divorced,tertiary,no,530,yes,no,cellular,failure,no
51,married,unknown,no,1708,no,no,telephone,unknown,no
34,married,secondary,no,0,yes,no,cellular,other,no
37,single,secondary,no,115,no,no,cellular,failure,no
51,married,secondary,no,1574,no,no,cellular,unknown,no
37,married,secondary,no,96,no,no,cellular,success,no
73,married,tertiary,no,443,no,no,cellular,unknown,no
39,married,tertiary,no,1301,no,no,cellular,failure,no
29,single,unknown,no,698,no,no,cellular,unknown,no
70,married,primary,no,579,no,no,cellular,failure,no
75,married,secondary,no,6053,no,no,cellular,failure,no
39,divorced,tertiary,no,1176,no,no,cellular,unknown,no
64,married,secondary,no,243,no,no,cellular,failure,no
71,married,tertiary,no,15265,no,no,cellular,failure,no
30,married,primary,no,201,yes,no,cellular,success,no
51,married,tertiary,no,2635,no,no,cellular,success,no
46,divorced,tertiary,no,461,no,no,cellular,success,no
71,married,primary,no,2171,no,no,cellular,unknown,no
86,married,primary,no,1817,no,no,cellular,unknown,no
59,married,secondary,no,2126,no,no,cellular,failure,no
86,married,secondary,no,1503,no,no,telephone,other,no
27,single,tertiary,no,6791,no,no,telephone,success,no
70,married,secondary,no,1310,no,no,cellular,failure,no
35,married,tertiary,no,1178,yes,yes,cellular,failure,no
74,married,tertiary,no,4912,no,no,telephone,failure,no
51,married,secondary,no,335,no,no,cellular,unknown,no
41,single,tertiary,no,431,no,no,cellular,success,no
31,single,tertiary,no,725,yes,no,cellular,other,no
34,married,tertiary,no,263,no,no,cellular,other,no
30,married,tertiary,no,451,no,no,cellular,failure,no
80,married,primary,no,594,no,no,telephone,unknown,no
62,married,tertiary,no,1456,no,no,cellular,unknown,no
73,married,secondary,no,2850,no,no,cellular,failure,no
25,single,unknown,no,1179,no,no,cellular,failure,no
49,divorced,tertiary,no,3293,no,no,cellular,failure,no
54,married,secondary,no,65,no,no,cellular,failure,no
28,single,tertiary,no,118,no,no,cellular,other,no
57,divorced,unknown,no,2986,no,no,unknown,success,no
34,single,secondary,no,1087,no,no,unknown,unknown,no
39,divorced,secondary,no,70,no,no,cellular,success,no
50,married,secondary,no,2971,no,no,cellular,unknown,no
27,single,tertiary,no,2786,no,no,cellular,success,no
44,single,secondary,no,276,yes,no,unknown,failure,no
33,single,secondary,no,555,no,no,cellular,unknown,no
29,single,secondary,no,0,no,no,unknown,failure,no
67,married,tertiary,no,1948,no,no,cellular,success,no
33,single,secondary,no,688,no,no,unknown,unknown,no
30,single,secondary,no,1112,no,no,cellular,unknown,no
58,married,tertiary,no,1318,no,no,cellular,failure,no
46,married,secondary,no,766,yes,no,unknown,unknown,no
36,divorced,tertiary,no,649,no,no,cellular,failure,no
28,single,secondary,no,2015,no,no,cellular,failure,no
24,single,secondary,no,822,no,no,cellular,unknown,no
35,married,tertiary,no,980,no,no,cellular,failure,no
24,single,secondary,no,867,no,no,cellular,other,no
60,married,secondary,no,0,no,no,telephone,success,no
34,married,tertiary,no,573,no,no,cellular,unknown,no
39,married,secondary,no,47,yes,no,cellular,failure,no
30,single,secondary,no,86,no,no,unknown,unknown,no
88,married,primary,no,648,no,no,telephone,unknown,no
40,married,tertiary,no,2627,yes,no,cellular,unknown,no
33,married,secondary,no,616,no,no,unknown,unknown,no
74,divorced,primary,no,2308,no,no,telephone,success,no
31,married,unknown,no,385,no,no,cellular,failure,no
21,single,primary,no,-42,no,no,unknown,unknown,no
36,single,tertiary,no,335,no,no,unknown,failure,no
48,married,secondary,no,0,no,yes,cellular,failure,no
38,single,secondary,no,0,no,no,unknown,unknown,no
53,married,tertiary,no,730,yes,no,unknown,failure,no
35,married,tertiary,no,4655,no,no,cellular,unknown,no
59,married,unknown,no,1500,no,no,cellular,failure,no
51,married,primary,no,229,yes,no,unknown,unknown,no
31,married,secondary,no,25,yes,yes,unknown,unknown,no
44,married,secondary,no,1357,yes,yes,unknown,unknown,no
34,married,secondary,no,243,yes,no,unknown,unknown,no
42,divorced,primary,no,28,yes,no,unknown,unknown,no
48,married,secondary,no,161,yes,no,unknown,unknown,no
43,divorced,secondary,no,693,yes,no,unknown,unknown,no
37,married,tertiary,no,8730,yes,no,unknown,unknown,no
40,single,secondary,no,263,yes,no,unknown,unknown,no
42,divorced,secondary,no,372,yes,yes,unknown,unknown,no
44,divorced,secondary,no,1,yes,no,unknown,unknown,no
33,married,secondary,no,-349,yes,no,unknown,unknown,no
49,married,tertiary,no,92,yes,no,unknown,unknown,no
44,married,primary,no,503,yes,no,unknown,unknown,no
29,single,tertiary,no,0,yes,no,unknown,unknown,no
40,married,secondary,no,563,yes,no,unknown,unknown,no
54,married,secondary,no,-932,yes,no,unknown,unknown,no
52,divorced,primary,no,278,yes,no,unknown,unknown,no
44,single,unknown,no,2167,yes,no,unknown,unknown,no
48,divorced,primary,no,-18,yes,no,unknown,unknown,no
26,married,secondary,no,2770,yes,no,unknown,unknown,no
37,single,tertiary,no,31,yes,no,unknown,unknown,no
53,divorced,secondary,no,145,yes,no,unknown,unknown,no
40,married,primary,no,2171,yes,no,unknown,unknown,no
47,married,primary,no,187,yes,no,unknown,unknown,no
31,married,secondary,no,535,no,no,unknown,unknown,no
28,single,tertiary,no,2269,yes,no,unknown,unknown,no
35,married,primary,no,198,yes,no,unknown,unknown,no
30,married,secondary,no,0,yes,no,unknown,unknown,no
53,married,secondary,no,-135,yes,no,unknown,unknown,no
32,single,secondary,no,2,no,no,unknown,unknown,no
32,single,secondary,no,85,yes,no,unknown,unknown,no
60,married,unknown,no,231,yes,no,unknown,unknown,no
33,married,primary,no,2,yes,yes,unknown,unknown,no
54,married,unknown,no,-337,yes,no,unknown,unknown,no
36,single,secondary,no,-475,yes,no,unknown,unknown,no
44,married,secondary,no,236,yes,no,unknown,unknown,no
41,married,unknown,no,31,no,no,unknown,unknown,no
30,married,secondary,no,173,yes,no,unknown,unknown,no
35,single,secondary,no,2144,yes,no,unknown,unknown,no
44,single,unknown,no,3,yes,no,unknown,unknown,no
55,married,secondary,no,6958,yes,yes,unknown,unknown,no
59,divorced,primary,no,643,yes,no,unknown,unknown,no
38,single,unknown,no,446,yes,no,unknown,unknown,no
24,married,primary,no,-427,yes,no,unknown,unknown,no
58,married,unknown,no,4871,yes,no,unknown,unknown,no
54,divorced,secondary,no,447,yes,no,unknown,unknown,no
48,married,tertiary,no,468,yes,no,unknown,unknown,no
34,married,primary,no,357,yes,no,unknown,unknown,no
41,married,unknown,no,1057,yes,no,unknown,unknown,no
45,married,primary,no,718,yes,no,unknown,unknown,no
54,divorced,secondary,no,155,yes,no,unknown,unknown,no
50,married,secondary,no,606,yes,no,unknown,unknown,no
